session_id,entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,auth_success,label,anomaly_type
2fedd28b,dev_0012,edge_device,2026-06-01 06:52:47.000000,64.126.167.112,US/San Francisco,admin_console,certificate,571.8180777883169,"[""read_file"", ""download"", ""login""]","{""os"": ""macOS14"", ""mac"": ""5a:0e:17:a6:1c:96""}",True,normal,none
73d3670d,user_0048,user,2026-06-01 06:54:58.000000,71.143.228.227,DE/Berlin,admin_console,token,256.34344588596144,"[""download""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""28:b2:23:7d:bd:91""}",True,normal,none
ee95ebbb,dev_0005,edge_device,2026-06-01 06:57:28.000000,49.71.18.50,BR/Sao Paulo,dns_service,biometric,1396.3501629325074,"[""download"", ""read_file"", ""list_dir""]","{""os"": ""Windows11"", ""mac"": ""f6:f2:c3:c5:4d:fd""}",True,normal,none
5a1b5c67,user_0036,user,2026-06-01 06:58:16.000000,96.84.26.102,GB/London,admin_console,biometric,146.75190483572362,"[""upload"", ""read_file""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""f8:26:e2:32:19:07""}",True,normal,none
45865693,user_0091,user,2026-06-01 07:02:24.000000,28.8.103.134,BR/Sao Paulo,hr_portal,token,1420.140835101286,"[""list_dir"", ""read_file"", ""login""]","{""os"": ""macOS14"", ""mac"": ""dc:c9:0d:2a:db:45""}",True,normal,none
0ed791d7,user_0090,user,2026-06-01 07:05:38.000000,204.93.135.43,US/San Francisco,plc_endpoint,token,1999.4437332046627,"[""download"", ""upload""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""e8:cf:54:ef:41:0d""}",True,normal,none
d36779fd,user_0111,user,2026-06-01 07:07:12.000000,9.198.250.135,GB/London,file_server_2,certificate,132.62993510566258,"[""download"", ""write_file"", ""login""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""a8:96:71:cf:7c:9c""}",True,normal,none
5a53b831,user_0080,user,2026-06-01 07:07:28.000000,165.124.20.175,CN/Shanghai,file_server_2,token,1609.7378040081915,"[""login"", ""list_dir""]","{""os"": ""macOS14"", ""mac"": ""e4:ed:a2:e2:da:e4""}",True,normal,none
d25c4a32,user_0069,user,2026-06-01 07:07:49.000000,20.51.131.165,IN/Mumbai,crm_api,biometric,1685.623919246946,"[""write_file"", ""upload""]","{""os"": ""macOS14"", ""mac"": ""8c:9e:d1:a7:ce:97""}",True,normal,none
e9379516,svc_0003,service_account,2026-06-01 07:10:02.000000,196.7.138.244,NG/Lagos,payment_gateway,biometric,329.94581022688135,"[""upload""]","{""os"": ""Ubuntu22.04"", ""mac"": ""9c:e2:98:db:9c:1e""}",True,normal,none
92a15263,svc_0018,service_account,2026-06-01 07:11:38.000000,210.194.167.127,RU/Moscow,backup_service,biometric,5.341711850267274,"[""read_file""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""68:a5:3b:ce:00:ec""}",True,normal,none
85cd0450,user_0000,user,2026-06-01 07:13:17.000000,161.155.47.129,NG/Lagos,backup_service,certificate,1229.202278636254,"[""download""]","{""os"": ""Windows11"", ""mac"": ""22:39:0c:8c:7d:72""}",True,normal,none
4022b712,dev_0005,edge_device,2026-06-01 07:14:24.000000,49.153.199.230,BR/Sao Paulo,dns_service,biometric,1192.7858793776254,"[""upload"", ""write_file"", ""list_dir""]","{""os"": ""Windows11"", ""mac"": ""f6:f2:c3:c5:4d:fd""}",True,normal,none
849f9b81,dev_0021,edge_device,2026-06-01 07:15:19.000000,150.155.252.144,US/San Francisco,admin_console,certificate,1601.3578180108916,"[""read_file"", ""login""]","{""os"": ""Windows11"", ""mac"": ""9a:04:19:fe:92:75""}",True,normal,none
1f699922,user_0081,user,2026-06-01 07:17:18.000000,133.191.228.125,US/Chicago,network_switch_cfg,certificate,1876.847123284013,"[""upload"", ""read_file""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""d6:51:f3:e6:84:7e""}",True,normal,none
1c1329ce,user_0119,user,2026-06-01 07:17:47.000000,55.104.132.141,BR/Sao Paulo,email_server,certificate,87.2336219635632,"[""upload"", ""read_file"", ""login""]","{""os"": ""Ubuntu22.04"", ""mac"": ""40:f5:e1:ae:5e:1a""}",True,normal,none
ae35ab99,dev_0025,edge_device,2026-06-01 07:19:27.000000,196.57.39.5,IN/Bengaluru,network_switch_cfg,password,679.5339138358825,"[""login"", ""read_file""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""86:d4:59:66:43:bb""}",True,normal,none
74208e71,user_0069,user,2026-06-01 07:19:53.000000,52.183.209.76,IN/Mumbai,crm_api,biometric,1017.8348112984434,"[""download""]","{""os"": ""macOS14"", ""mac"": ""8c:9e:d1:a7:ce:97""}",True,normal,none
db39653d,user_0049,user,2026-06-01 07:22:33.000000,197.119.81.26,SG/Singapore,plc_endpoint,token,1253.644215363141,"[""read_file"", ""write_file"", ""login""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""f0:e0:9a:04:99:35""}",True,normal,none
9c061387,user_0010,user,2026-06-01 07:23:06.000000,36.244.165.240,NG/Lagos,customer_records,certificate,643.1834493537613,"[""write_file""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""28:6b:88:24:57:7d""}",True,normal,none
933e092b,user_0079,user,2026-06-01 07:23:54.000000,2.169.238.182,DE/Berlin,billing_db,biometric,107.22470410416759,"[""read_file""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""22:ed:19:7f:3e:e9""}",True,normal,none
2300e947,user_0043,user,2026-06-01 07:25:50.000000,190.124.237.95,BR/Sao Paulo,plc_endpoint,certificate,132.15867001022127,"[""read_file"", ""download""]","{""os"": ""Ubuntu22.04"", ""mac"": ""94:22:78:ce:3d:7e""}",True,normal,none
324c3075,user_0088,user,2026-06-01 07:26:02.000000,53.184.198.121,IN/Bengaluru,hr_portal,token,1704.3730203018144,"[""login""]","{""os"": ""Windows11"", ""mac"": ""44:c7:d6:70:f9:70""}",True,normal,none
32acd090,dev_0016,edge_device,2026-06-01 07:29:01.000000,206.118.171.106,US/New York,plc_endpoint,certificate,22.343183425185657,"[""upload"", ""write_file""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""e6:82:eb:82:04:ee""}",True,normal,none
40f76715,user_0019,user,2026-06-01 07:30:22.000000,36.250.94.235,NG/Lagos,payment_gateway,password,921.9398061081868,"[""login"", ""download"", ""upload""]","{""os"": ""Windows11"", ""mac"": ""74:ae:39:96:de:50""}",True,normal,none
6c4dbdef,user_0106,user,2026-06-01 07:34:34.000000,48.52.144.69,RU/Moscow,email_server,certificate,1278.0434834857874,"[""list_dir"", ""login"", ""read_file""]","{""os"": ""macOS14"", ""mac"": ""d8:ed:c2:ac:0e:fd""}",True,normal,none
3e49d5cd,svc_0007,service_account,2026-06-01 07:37:42.000000,117.209.226.21,DE/Berlin,admin_console,password,1140.4712804141047,"[""download""]","{""os"": ""macOS14"", ""mac"": ""c8:90:e8:24:77:87""}",True,normal,none
9239ce5b,user_0000,user,2026-06-01 07:39:20.000000,182.115.177.243,NG/Lagos,backup_service,certificate,1356.1979694727374,"[""login"", ""write_file""]","{""os"": ""Windows11"", ""mac"": ""22:39:0c:8c:7d:72""}",True,normal,none
2d39c248,dev_0007,edge_device,2026-06-01 07:40:10.000000,95.84.224.63,US/San Francisco,plc_endpoint,certificate,1121.3112577145453,"[""login""]","{""os"": ""Windows11"", ""mac"": ""12:e9:07:49:d1:4f""}",True,normal,none
94735ddf,dev_0036,edge_device,2026-06-01 07:40:52.000000,119.248.223.109,GB/London,file_server_2,token,23.387889576484554,"[""read_file""]","{""os"": ""Ubuntu22.04"", ""mac"": ""da:bd:6f:e3:e3:78""}",True,normal,none
8f7cd690,user_0026,user,2026-06-01 07:44:12.000000,81.90.203.248,RU/Moscow,plc_endpoint,biometric,253.4679942494716,"[""upload"", ""list_dir""]","{""os"": ""Ubuntu22.04"", ""mac"": ""1e:9f:cc:bf:e0:e7""}",True,normal,none
6cb34c75,user_0006,user,2026-06-01 07:49:14.000000,77.147.106.177,US/San Francisco,file_server_1,biometric,1009.9845301665468,"[""list_dir"", ""write_file""]","{""os"": ""macOS14"", ""mac"": ""8c:16:eb:3f:c1:28""}",True,normal,none
6c1b575f,user_0066,user,2026-06-01 07:50:57.000000,194.97.9.174,SG/Singapore,vpn_gateway,token,721.8408665086242,"[""upload"", ""read_file"", ""download""]","{""os"": ""Windows11"", ""mac"": ""40:a0:df:3b:c5:61""}",True,normal,none
b589babb,svc_0003,service_account,2026-06-01 07:54:38.000000,183.191.94.219,NG/Lagos,payment_gateway,biometric,235.24818682957994,"[""list_dir"", ""read_file""]","{""os"": ""Ubuntu22.04"", ""mac"": ""9c:e2:98:db:9c:1e""}",True,normal,none
4df22d8a,svc_0003,service_account,2026-06-01 07:57:39.000000,69.118.118.60,NG/Lagos,hr_portal,biometric,75.7441952066981,"[""login"", ""list_dir""]","{""os"": ""Ubuntu22.04"", ""mac"": ""9c:e2:98:db:9c:1e""}",True,normal,none
c6f6b1bf,user_0080,user,2026-06-01 08:04:42.000000,85.184.150.56,CN/Shanghai,file_server_1,token,1485.7930599187202,"[""list_dir"", ""download"", ""login""]","{""os"": ""macOS14"", ""mac"": ""e4:ed:a2:e2:da:e4""}",True,normal,none
4e6fa5e4,user_0110,user,2026-06-01 08:04:52.000000,139.187.232.1,BR/Sao Paulo,customer_records,certificate,579.4513232708172,"[""read_file"", ""login"", ""write_file""]","{""os"": ""Windows11"", ""mac"": ""16:7b:f3:fb:e5:08""}",True,normal,none
5d47bde1,user_0029,user,2026-06-01 08:05:21.000000,28.84.124.133,SG/Singapore,billing_db,certificate,137.12597069397566,"[""read_file"", ""write_file"", ""list_dir""]","{""os"": ""Windows11"", ""mac"": ""46:22:10:a9:24:79""}",True,normal,none
2a1a5373,svc_0000,service_account,2026-06-01 08:06:56.000000,99.118.194.131,GB/London,file_server_1,password,1107.6929875326512,"[""write_file""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""12:f4:3a:21:cd:fb""}",True,normal,none
194095c1,user_0114,user,2026-06-01 08:08:22.000000,36.135.187.228,DE/Berlin,customer_records,token,80.75570079281424,"[""read_file""]","{""os"": ""macOS14"", ""mac"": ""36:62:a1:3d:5e:62""}",True,normal,none
a98a94a2,user_0105,user,2026-06-01 08:15:51.000000,153.118.3.141,CN/Shanghai,email_server,biometric,1655.5599457099493,"[""list_dir""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""c0:7d:2c:8e:e6:7c""}",True,normal,none
bee9f015,user_0097,user,2026-06-01 08:17:17.000000,192.97.255.189,SG/Singapore,backup_service,certificate,1720.8861105533665,"[""upload""]","{""os"": ""Windows11"", ""mac"": ""b2:40:f2:3a:6f:ee""}",True,normal,none
08756d96,user_0111,user,2026-06-01 08:18:20.000000,25.34.22.214,GB/London,email_server,certificate,357.06535808964054,"[""login""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""a8:96:71:cf:7c:9c""}",True,normal,none
babaf213,user_0097,user,2026-06-01 08:18:25.000000,192.175.38.142,SG/Singapore,backup_service,certificate,1433.0927397603193,"[""write_file"", ""upload""]","{""os"": ""Windows11"", ""mac"": ""b2:40:f2:3a:6f:ee""}",True,normal,none
46831029,svc_0023,service_account,2026-06-01 08:18:58.000000,190.77.228.95,SG/Singapore,email_server,password,303.41649844970857,"[""upload"", ""read_file""]","{""os"": ""Windows11"", ""mac"": ""6a:3c:4e:ff:95:8b""}",True,normal,none
d7e2ba1e,dev_0036,edge_device,2026-06-01 08:21:16.000000,206.142.90.165,GB/London,file_server_2,token,358.33773850784706,"[""list_dir"", ""login"", ""download""]","{""os"": ""Ubuntu22.04"", ""mac"": ""da:bd:6f:e3:e3:78""}",True,normal,none
eb4fd837,user_0011,user,2026-06-01 08:23:25.000000,129.159.60.164,US/Chicago,customer_records,token,797.3699139753702,"[""download"", ""read_file""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""d6:ec:c2:8a:70:a6""}",True,normal,none
6586fed2,user_0079,user,2026-06-01 08:24:04.000000,45.61.193.11,DE/Berlin,dns_service,biometric,276.8728600117307,"[""download"", ""write_file""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""22:ed:19:7f:3e:e9""}",True,normal,none
238e02e3,user_0104,user,2026-06-01 08:24:10.000000,9.182.166.222,DE/Berlin,customer_records,biometric,1250.7673124977298,"[""download"", ""write_file""]","{""os"": ""macOS14"", ""mac"": ""52:8a:f7:ee:df:89""}",True,normal,none
d5e88e45,svc_0024,service_account,2026-06-01 08:25:07.000000,43.237.204.122,SG/Singapore,payment_gateway,biometric,549.37949239061,"[""upload"", ""download""]","{""os"": ""macOS14"", ""mac"": ""62:f7:f1:7c:e9:4a""}",True,normal,none
78e73fe7,user_0037,user,2026-06-01 08:27:06.000000,81.188.153.36,CN/Shanghai,hr_portal,token,1597.2862372704362,"[""upload""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""7a:2f:79:55:d0:f8""}",True,normal,none
8af93ff9,user_0100,user,2026-06-01 08:27:26.000000,193.190.186.219,GB/London,file_server_1,password,846.5604123055024,"[""list_dir"", ""read_file""]","{""os"": ""Ubuntu22.04"", ""mac"": ""d8:65:26:7c:34:9a""}",True,normal,none
3929c109,user_0003,user,2026-06-01 08:28:12.000000,142.147.37.99,US/Chicago,admin_console,token,1450.644584749681,"[""write_file"", ""download"", ""login""]","{""os"": ""macOS14"", ""mac"": ""56:e5:8e:03:51:d8""}",True,normal,none
437b5608,user_0020,user,2026-06-01 08:30:35.000000,4.8.140.138,IN/Mumbai,network_switch_cfg,token,187.00892033536522,"[""download""]","{""os"": ""Windows11"", ""mac"": ""d6:01:86:5b:36:98""}",True,normal,none
288d034e,user_0094,user,2026-06-01 08:31:05.000000,10.196.205.158,RU/Moscow,customer_records,biometric,406.9731299874139,"[""write_file"", ""download"", ""login""]","{""os"": ""Windows11"", ""mac"": ""be:d7:81:29:f0:09""}",True,normal,none
be4cbb1e,svc_0023,service_account,2026-06-01 08:36:17.000000,34.143.140.220,SG/Singapore,crm_api,password,474.6112314685737,"[""upload""]","{""os"": ""Windows11"", ""mac"": ""6a:3c:4e:ff:95:8b""}",True,normal,none
22b5a9e1,dev_0026,edge_device,2026-06-01 08:36:48.000000,201.63.105.151,NG/Lagos,plc_endpoint,biometric,71.08463776486644,"[""upload""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""be:8b:54:83:f6:97""}",True,normal,none
2651f8c2,dev_0000,edge_device,2026-06-01 08:37:45.000000,122.134.74.136,RU/Moscow,billing_db,biometric,674.9839177230747,"[""write_file""]","{""os"": ""Ubuntu22.04"", ""mac"": ""56:61:45:23:8d:d4""}",True,normal,none
6a28e857,user_0006,user,2026-06-01 08:39:29.000000,137.175.181.174,US/San Francisco,payment_gateway,biometric,434.3940361151778,"[""list_dir"", ""read_file"", ""download""]","{""os"": ""macOS14"", ""mac"": ""8c:16:eb:3f:c1:28""}",True,normal,none
4cae983d,user_0078,user,2026-06-01 08:40:43.000000,142.27.6.191,CN/Shanghai,file_server_1,token,1174.1307770342376,"[""download""]","{""os"": ""Ubuntu22.04"", ""mac"": ""cc:02:36:d9:70:5a""}",True,normal,none
bbb426f2,user_0036,user,2026-06-01 08:41:45.000000,1.109.244.20,GB/London,file_server_2,biometric,5.0,"[""read_file"", ""download"", ""list_dir""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""f8:26:e2:32:19:07""}",True,normal,none
1ba763b4,dev_0021,edge_device,2026-06-01 08:46:33.000000,17.192.45.2,US/San Francisco,email_server,certificate,1240.9986578276119,"[""write_file"", ""list_dir"", ""read_file""]","{""os"": ""Windows11"", ""mac"": ""9a:04:19:fe:92:75""}",True,normal,none
3730e777,user_0064,user,2026-06-01 08:47:37.000000,159.36.241.228,DE/Berlin,customer_records,biometric,1342.9147065964455,"[""login"", ""list_dir"", ""write_file""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""2c:cc:a9:0e:3b:85""}",True,normal,none
97a388b5,user_0039,user,2026-06-01 08:48:13.000000,16.203.146.161,IN/Bengaluru,customer_records,password,1848.3050022828772,"[""upload"", ""list_dir""]","{""os"": ""macOS14"", ""mac"": ""b2:c7:87:e8:92:d8""}",True,normal,none
2c37d741,svc_0001,service_account,2026-06-01 08:53:17.000000,16.131.198.228,SG/Singapore,network_switch_cfg,certificate,1788.6406246095669,"[""write_file"", ""read_file"", ""download""]","{""os"": ""Ubuntu22.04"", ""mac"": ""3e:1b:4d:4c:9b:2b""}",True,normal,none
8941e18e,dev_0024,edge_device,2026-06-01 08:53:32.000000,213.96.58.107,DE/Berlin,file_server_2,biometric,729.4209413283759,"[""login""]","{""os"": ""macOS14"", ""mac"": ""be:ba:43:2e:97:a7""}",True,normal,none
ae5f88f7,dev_0000,edge_device,2026-06-01 08:53:51.000000,66.200.236.198,RU/Moscow,plc_endpoint,biometric,384.1446699961413,"[""upload"", ""download"", ""read_file""]","{""os"": ""Ubuntu22.04"", ""mac"": ""56:61:45:23:8d:d4""}",True,normal,none
79e5127c,user_0104,user,2026-06-01 08:54:28.000000,94.211.133.40,DE/Berlin,customer_records,biometric,1346.7798041309898,"[""login""]","{""os"": ""macOS14"", ""mac"": ""52:8a:f7:ee:df:89""}",True,normal,none
8cfc522a,dev_0015,edge_device,2026-06-01 08:56:23.000000,116.248.62.121,US/Chicago,backup_service,password,682.5423881700892,"[""download"", ""write_file""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""a2:7b:fe:49:76:ec""}",True,normal,none
84930b35,user_0013,user,2026-06-01 08:56:44.000000,139.30.35.253,NG/Lagos,hr_portal,certificate,1573.3767521035693,"[""write_file""]","{""os"": ""macOS14"", ""mac"": ""64:21:6c:a1:6c:ff""}",True,normal,none
654452c7,user_0024,user,2026-06-01 08:59:49.000000,186.124.86.176,DE/Berlin,file_server_1,biometric,1251.3698367319907,"[""read_file""]","{""os"": ""Windows11"", ""mac"": ""f2:f8:23:40:41:f3""}",True,normal,none
d03c73b0,user_0094,user,2026-06-01 09:01:00.000000,24.74.241.238,RU/Moscow,customer_records,biometric,971.7395929818541,"[""login"", ""upload""]","{""os"": ""Windows11"", ""mac"": ""be:d7:81:29:f0:09""}",True,normal,none
3144c8fc,user_0048,user,2026-06-01 09:02:56.000000,135.127.9.254,DE/Berlin,backup_service,token,5.0,"[""write_file"", ""list_dir"", ""download""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""28:b2:23:7d:bd:91""}",True,normal,none
41814835,user_0048,user,2026-06-01 09:03:41.000000,128.210.245.16,DE/Berlin,admin_console,token,360.73146139173883,"[""list_dir"", ""read_file""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""28:b2:23:7d:bd:91""}",True,normal,none
e22ec832,svc_0001,service_account,2026-06-01 09:03:42.000000,23.195.116.107,SG/Singapore,network_switch_cfg,certificate,1846.327078532001,"[""read_file"", ""list_dir"", ""write_file""]","{""os"": ""Ubuntu22.04"", ""mac"": ""3e:1b:4d:4c:9b:2b""}",True,normal,none
1cfdb9f6,svc_0016,service_account,2026-06-01 09:04:25.000000,180.169.166.117,US/Chicago,network_switch_cfg,certificate,518.0550339631649,"[""login""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""48:35:52:a8:d2:fd""}",True,normal,none
bc86f541,dev_0001,edge_device,2026-06-01 09:04:43.000000,90.112.145.65,US/Chicago,admin_console,password,174.64923223780823,"[""login""]","{""os"": ""Ubuntu22.04"", ""mac"": ""dc:88:01:90:98:fa""}",True,normal,none
04e63fbd,user_0088,user,2026-06-01 09:04:57.000000,20.128.192.250,IN/Bengaluru,backup_service,token,2081.3689113667733,"[""list_dir"", ""write_file"", ""download""]","{""os"": ""Windows11"", ""mac"": ""44:c7:d6:70:f9:70""}",True,normal,none
238994b8,user_0091,user,2026-06-01 09:05:39.000000,10.60.47.124,BR/Sao Paulo,vpn_gateway,token,1221.7924926877783,"[""download"", ""login"", ""list_dir""]","{""os"": ""macOS14"", ""mac"": ""dc:c9:0d:2a:db:45""}",True,normal,none
a31a83ae,user_0037,user,2026-06-01 09:06:21.000000,31.216.67.123,CN/Shanghai,file_server_1,token,1579.9374201923874,"[""list_dir""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""7a:2f:79:55:d0:f8""}",True,normal,none
77ebd742,user_0009,user,2026-06-01 09:07:06.000000,86.145.232.254,RU/Moscow,customer_records,certificate,239.89653395890423,"[""download"", ""list_dir"", ""read_file""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""5a:8e:e8:ba:53:bd""}",True,normal,none
8269180d,dev_0019,edge_device,2026-06-01 09:07:28.000000,172.44.201.50,RU/Moscow,dns_service,biometric,538.3260779407929,"[""download"", ""upload""]","{""os"": ""macOS14"", ""mac"": ""92:c4:f7:36:79:c3""}",True,normal,none
392ea60e,dev_0015,edge_device,2026-06-01 09:07:41.000000,189.107.115.83,US/Chicago,backup_service,password,848.066957994021,"[""download"", ""list_dir""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""a2:7b:fe:49:76:ec""}",True,normal,none
ec6083fb,svc_0006,service_account,2026-06-01 09:09:01.000000,117.103.232.24,DE/Berlin,email_server,certificate,711.2182310984961,"[""upload"", ""read_file""]","{""os"": ""Windows11"", ""mac"": ""48:e6:f0:95:10:76""}",True,normal,none
247b04a1,user_0060,user,2026-06-01 09:09:26.000000,125.191.28.132,US/Chicago,network_switch_cfg,token,1026.3905617241721,"[""write_file""]","{""os"": ""Ubuntu22.04"", ""mac"": ""de:7f:88:51:37:c3""}",True,normal,none
328e4c28,user_0116,user,2026-06-01 09:13:50.000000,38.67.172.22,DE/Berlin,network_switch_cfg,certificate,1260.2450180714063,"[""upload"", ""login"", ""list_dir""]","{""os"": ""Ubuntu22.04"", ""mac"": ""b4:74:b8:5b:9a:07""}",True,normal,none
ca12e68f,user_0109,user,2026-06-01 09:14:43.000000,87.30.30.92,IN/Bengaluru,payment_gateway,biometric,481.29574862031393,"[""download"", ""login"", ""read_file""]","{""os"": ""Windows11"", ""mac"": ""8e:61:2b:7b:d0:fa""}",True,normal,none
7b2db76e,svc_0013,service_account,2026-06-01 09:15:30.000000,135.158.167.37,RU/Moscow,crm_api,password,617.0261324580002,"[""upload"", ""read_file"", ""download""]","{""os"": ""IoT-Linux-5.10"", ""mac"": ""78:75:0a:89:14:59""}",True,normal,none
